,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
30,0 days 00:00:22,B: I am in an attic,B,All
31,0 days 00:00:30,B: It is an attic that has a bed in it,B,All
32,0 days 00:00:31,A: is there an office in it,A,All
37,0 days 00:00:40,B: No ,B,All
38,0 days 00:00:44,A: found it,A,All
39,0 days 00:00:53,A: with a blue bedspread,A,All
40,0 days 00:00:54,B: with blue bedding on the bed?,B,All
41,0 days 00:00:56,B: yes,B,All
42,0 days 00:01:01,B: great job partner!,B,All
44,0 days 00:01:03,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
46,0 days 00:01:07,GM: Well done! Both of you are                            indeed in the same room of type: a/attic!,GM,All
47,0 days 00:01:07,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
48,0 days 00:01:07,GM: ,GM,All
49,0 days 00:01:07,GM: Here's your token: 8724OMXNY,GM,All
50,0 days 00:01:27,A: ,A,All
52,0 days 00:03:00,B: ,B,All
54,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
