,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:39,B: I am in a hallway with a staircase,B,All
23,0 days 00:00:57,A: i'm outside ,A,All
28,0 days 00:01:52,"B: Now I am outside. Big white building with a red brick first floor, on a street, cars out front.",B,All
37,0 days 00:02:24,A: im outside too ,A,All
50,0 days 00:02:40,A: im in the waiting room,A,All
51,0 days 00:02:56,B: I'm in a room with two couches; both blue. Is That where you are,B,All
52,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
53,0 days 00:03:10,A: i;m in a room with a lto of chairs,A,All
55,0 days 00:03:12,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
70,0 days 00:04:02,"GM: You have managed to meet in a room of type:                                                        w/waiting_room, but unfortunately                                                        not in the same one.",GM,All
71,0 days 00:04:02,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
72,0 days 00:04:02,GM: ,GM,All
73,0 days 00:04:03,GM: Here's your token: 141CBNNIX,GM,All
74,0 days 00:05:15,A: ,A,All
76,0 days 00:16:16,B: ,B,All
78,0 days 02:27:20,GM: ,GM,All
