,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:00,GM: ,GM,All
32,0 days 00:00:16,B: hi,B,All
33,0 days 00:00:18,A: Okay I'm in a nursery,A,All
34,0 days 00:00:24,"B: i went north once, im in a nursery",B,All
35,0 days 00:00:30,A: describe it ,A,All
36,0 days 00:00:31,B: green and blue wall?,B,All
37,0 days 00:00:38,B: rabbit on the chair,B,All
38,0 days 00:00:40,A: bunny rabbit in a chair,A,All
39,0 days 00:00:42,B: yes,B,All
40,0 days 00:00:53,A: dress hanging on the crib?,A,All
41,0 days 00:01:04,"B: yes, blue barn on the wall",B,All
42,0 days 00:01:12,A: Great Job!,A,All
44,0 days 00:01:16,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
46,0 days 00:01:24,GM: Well done! Both of you are                            indeed in the same room of type: n/nursery!,GM,All
47,0 days 00:01:24,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
48,0 days 00:01:24,GM: ,GM,All
49,0 days 00:01:24,GM: Here's your token: 712CJH1CU,GM,All
50,0 days 00:01:45,B: ,B,All
52,0 days 00:01:47,A: ,A,All
54,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
55,0 days 02:58:08,GM: ,GM,All
