,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:10,B: Hello,B,All
65,0 days 00:00:48,A: Ok I am there,A,All
70,0 days 00:00:56,A: it is an unfinished basement,A,All
76,0 days 00:01:02,A: with wood planks all around,A,All
81,0 days 00:01:05,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
82,0 days 00:01:08,B: Still looking for it,B,All
120,0 days 00:02:03,"GM: You have managed to meet in a room of type:                                                        b/basement, but unfortunately                                                        not in the same one.",GM,All
121,0 days 00:02:03,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
122,0 days 00:02:03,GM: ,GM,All
123,0 days 00:02:03,GM: Here's your token: 324Z0RTY8,GM,All
124,0 days 00:02:13,B: ,B,All
126,0 days 00:02:39,A: ,A,All
128,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
129,0 days 04:11:48,GM: ,GM,All
