,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:00,GM: ,GM,All
32,0 days 00:00:34,A: move north,A,All
41,0 days 00:01:01,A: go inside,A,All
58,0 days 00:01:25,A: done,A,All
59,0 days 00:01:38,B: I hevnet found it yet,B,All
68,0 days 00:02:01,A: you could /n : move north,A,All
73,0 days 00:02:13,A: and you will find it,A,All
74,0 days 00:02:18,B: waht do you see,B,All
75,0 days 00:02:29,B: I'm on a balcony,B,All
76,0 days 00:02:45,B: White railing,B,All
77,0 days 00:02:49,A: view outside,A,All
78,0 days 00:02:57,B: view of water?,B,All
79,0 days 00:02:58,A: maybe I am not the right place,A,All
80,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
81,0 days 00:03:03,A: yes,A,All
83,0 days 00:03:18,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
85,0 days 00:03:23,GM: Well done! Both of you are                            indeed in the same room of type: b/balcony/interior!,GM,All
86,0 days 00:03:24,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
87,0 days 00:03:24,GM: ,GM,All
88,0 days 00:03:24,GM: Here's your token: 663OYG1J0,GM,All
89,0 days 00:03:50,B: ,B,All
91,0 days 00:04:01,A: ,A,All
93,0 days 03:33:12,GM: ,GM,All
