,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
48,0 days 00:00:40,A: i am in the kitchen,A,All
49,0 days 00:00:45,"B: ok, I'm still looking",B,All
50,0 days 00:00:51,B: plz describe your kitchen,B,All
59,0 days 00:01:05,A: it is white tile,A,All
60,0 days 00:01:12,B: Does it have a puzzle on a table?,B,All
61,0 days 00:01:14,A: colourful placemat on the table,A,All
62,0 days 00:01:19,B: ah ,B,All
63,0 days 00:01:19,B: yea,B,All
64,0 days 00:01:20,"A: maybe its a puzzle, yea",A,All
65,0 days 00:01:21,B: that is what it is,B,All
67,0 days 00:01:25,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
68,0 days 00:01:26,B: done,B,All
70,0 days 00:01:29,GM: Well done! Both of you are                            indeed in the same room of type: k/kitchen!,GM,All
71,0 days 00:01:30,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
72,0 days 00:01:30,GM: ,GM,All
73,0 days 00:01:30,GM: Here's your token: 6500O6NYJ,GM,All
74,0 days 00:01:31,B: nice work,B,All
75,0 days 00:01:34,A: thx!,A,All
76,0 days 00:01:49,B: ,B,All
78,0 days 00:02:02,A: ,A,All
80,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
81,0 days 03:45:52,GM: ,GM,All
