,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:10,B: hello,B,All
21,0 days 00:00:13,A: Hey,A,All
26,0 days 00:00:20,A: We need to find a doorway somewhere,A,All
31,0 days 00:00:22,A: indoors,A,All
46,0 days 00:00:38,B: I'm there by the doorway,B,All
51,0 days 00:00:40,B: you there?,B,All
56,0 days 00:00:48,A: not yet,A,All
63,0 days 00:00:59,B: move east from the bedroom,B,All
74,0 days 00:01:29,B: you there?,B,All
96,0 days 00:01:48,B: go south then east from the bedroom,B,All
122,0 days 00:02:01,B: you there?,B,All
123,0 days 00:02:02,A: I see a doorway with 2 windows,A,All
124,0 days 00:02:10,B: that's it ,B,All
125,0 days 00:02:15,B: we did it,B,All
127,0 days 00:02:17,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
129,0 days 00:02:17,"GM: You have managed to meet in a room of type:                                                        d/doorway/indoor, but unfortunately                                                        not in the same one.",GM,All
130,0 days 00:02:18,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
131,0 days 00:02:18,GM: ,GM,All
132,0 days 00:02:18,GM: Here's your token: 320X8SXFS,GM,All
133,0 days 00:02:38,A: ,A,All
135,0 days 00:02:47,B: ,B,All
137,0 days 00:03:02,GM: Attention: you are in the game for 3 minutes!,GM,All
138,0 days 04:13:52,GM: ,GM,All
