,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:03,GM: ,GM,All
20,0 days 00:00:06,B: What's up,B,All
21,0 days 00:00:12,A: hi,A,All
28,0 days 00:00:27,A: i have found a bathroom,A,All
29,0 days 00:00:39,B: Oh k let me look for it,B,All
30,0 days 00:00:41,B: n,B,All
35,0 days 00:00:48,B: e,B,All
36,0 days 00:00:49,"A: it has white bathtub in the back of the room, white shower curtain with blue patterns",A,All
41,0 days 00:00:56,A: a stand alone sink on the left,A,All
50,0 days 00:01:11,A: there is tile on the wall with small squares ranging in color between white and brown,A,All
51,0 days 00:01:19,B: I think I found it,B,All
52,0 days 00:01:27,B: toilet,B,All
53,0 days 00:01:35,B: towel rack,B,All
54,0 days 00:01:53,A: no i dont think i see a towel rack,A,All
69,0 days 00:02:06,B: oh,B,All
94,0 days 00:02:21,B: oh now i see it,B,All
95,0 days 00:02:22,A: i will look for u,A,All
96,0 days 00:02:24,A: i found naother bathroom,A,All
97,0 days 00:02:31,B: lights over the sink,B,All
98,0 days 00:02:32,"A: toilet, towel rack, stand alone sink, no bath tub",A,All
99,0 days 00:02:39,A: just white tiles on wall,A,All
100,0 days 00:02:48,A: i think i found the bathroom u were in previously,A,All
101,0 days 00:02:52,B: yes,B,All
102,0 days 00:02:54,A: were there pink towels?,A,All
103,0 days 00:02:57,B: yeah,B,All
104,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
105,0 days 00:03:02,A: towels ranging between pink and purple,A,All
106,0 days 00:03:09,A: lets meet at the bathroom with pink towels,A,All
107,0 days 00:03:19,A: it is more easily identifiable,A,All
120,0 days 00:03:36,B: ok im there,B,All
121,0 days 00:03:37,A: is there a green kleenex box below the towels,A,All
122,0 days 00:03:41,B: yeah,B,All
124,0 days 00:03:43,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
126,0 days 00:03:46,GM: Well done! Both of you are                            indeed in the same room of type: b/bathroom!,GM,All
127,0 days 00:03:46,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
128,0 days 00:03:47,GM: ,GM,All
129,0 days 00:03:47,GM: Here's your token: 88STM6UF,GM,All
130,0 days 00:04:02,B: ,B,All
132,0 days 00:04:07,A: ,A,All
134,0 days 00:32:53,GM: ,GM,All
