,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:29,A: hi,A,All
21,0 days 00:00:45,A: are you there?,A,All
22,0 days 00:01:06,A: ?look,A,All
33,0 days 00:01:38,B: hi,B,All
38,0 days 00:01:44,B: let me look,B,All
75,0 days 00:02:24,B: i think i found a pool indorrs with 2 kids in it,B,All
76,0 days 00:02:25,A: can you see a bedroom?,A,All
77,0 days 00:02:31,B: no ,B,All
78,0 days 00:02:36,A: no ,A,All
79,0 days 00:02:38,B: let me keep looking you can stay there,B,All
92,0 days 00:02:50,A: okay,A,All
101,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
114,0 days 00:03:16,B: whoa i havent had one this hard,B,All
115,0 days 00:03:16,A: i am seeing a pool,A,All
116,0 days 00:03:25,B: ok yes i see a pool and jacuzzi,B,All
117,0 days 00:03:35,B: some plants like a hotel pool,B,All
118,0 days 00:03:37,A: i too,A,All
119,0 days 00:03:40,B: awesome ,B,All
121,0 days 00:03:42,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
123,0 days 00:03:47,GM: Well done! Both of you are                            indeed in the same room of type: j/jacuzzi/indoor!,GM,All
124,0 days 00:03:47,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
125,0 days 00:03:48,GM: ,GM,All
126,0 days 00:03:48,GM: Here's your token: 1064R9BCWI,GM,All
127,0 days 00:04:09,B: ,B,All
129,0 days 00:04:27,A: ,A,All
131,0 days 00:41:52,GM: ,GM,All
