,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
24,0 days 00:00:17,A: i am in the wine cellar,A,All
25,0 days 00:00:22,B: describe it,B,All
29,0 days 00:00:30,"A: it is a giant wall, right side is closer, left side farther away",A,All
33,0 days 00:00:39,A: boxes on the top of the shelf,A,All
42,0 days 00:00:48,A: harder to see the boxes though,A,All
111,0 days 00:02:14,B: ive passed a few others but still looking,B,All
116,0 days 00:02:23,A: okay,A,All
129,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
130,0 days 00:03:07,B: is there an arched door on the left,B,All
131,0 days 00:03:11,A: no,A,All
132,0 days 00:03:11,B: only half if visible,B,All
141,0 days 00:03:25,A: it is 90% the wall/shelf of wine,A,All
146,0 days 00:03:31,A: like 200 bottles easily,A,All
163,0 days 00:03:59,B: how about you try for a bit,B,All
164,0 days 00:04:07,A: describe your room,A,All
165,0 days 00:04:13,B: the cellar i am in now is just white,B,All
166,0 days 00:04:20,B: the bottom is 2 rectangular shelves,B,All
171,0 days 00:04:25,B: and above that are triangular ones,B,All
188,0 days 00:04:41,B: 10 bottles laying across the rectangular shelves,B,All
193,0 days 00:04:47,B: and then more bottles to the sides,B,All
214,0 days 00:05:14,B: the shelving is brown wood,B,All
215,0 days 00:05:38,A: is there a brown barrel to the right?,A,All
220,0 days 00:05:49,B: no but i passed that one on the way here,B,All
221,0 days 00:05:55,A: i am here,A,All
222,0 days 00:05:56,B: there is nothing visible in this room but wine bottles and the shelving,B,All
223,0 days 00:05:58,A: your room,A,All
224,0 days 00:06:00,B: ok,B,All
226,0 days 00:06:02,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
228,0 days 00:06:03,GM: Well done! Both of you are                            indeed in the same room of type: w/wine_cellar/bottle_storage!,GM,All
229,0 days 00:06:04,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
230,0 days 00:06:04,GM: ,GM,All
231,0 days 00:06:05,GM: Here's your token: 826D2Q37F,GM,All
232,0 days 00:06:21,A: ,A,All
234,0 days 00:47:07,GM: ,GM,All
