,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:07,B: hello,B,All
23,0 days 00:00:10,A: hi,A,All
80,0 days 00:00:42,A: i think i am in a basement,A,All
81,0 days 00:00:48,B: i think i might be too.,B,All
82,0 days 00:00:52,A: maybe not though,A,All
83,0 days 00:01:00,A: wood panel?,A,All
84,0 days 00:01:04,A: two doors?,A,All
85,0 days 00:01:07,"B: there's a tan couch, and a tan loveseat/chair. brown coffee table. bar. tv",B,All
86,0 days 00:01:10,"B: nope, different room",B,All
87,0 days 00:01:13,A: ok i am not there,A,All
88,0 days 00:01:23,"B: want me to meet you, or do you want to meet me?",B,All
89,0 days 00:01:34,A: i think mine is more basement like,A,All
90,0 days 00:01:39,B: okay. i'll try to find it.,B,All
91,0 days 00:01:52,B: can you describe it in a bit more detail for me?,B,All
104,0 days 00:02:05,A: yeah it's a simple room no furniture,A,All
105,0 days 00:02:13,A: walls are wood panels,A,All
106,0 days 00:02:20,B: oh i think i'm here,B,All
108,0 days 00:02:22,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
109,0 days 00:02:23,A: theres two doors in a corner,A,All
111,0 days 00:02:27,GM: Well done! Both of you are                            indeed in the same room of type: b/basement!,GM,All
112,0 days 00:02:27,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
113,0 days 00:02:27,GM: ,GM,All
114,0 days 00:02:27,GM: Here's your token: 178DFTZ73,GM,All
115,0 days 00:02:44,A: ,A,All
117,0 days 00:02:58,B: ,B,All
119,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
120,0 days 01:58:20,GM: ,GM,All
