,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
24,0 days 00:00:23,A: I'm in a room,A,All
33,0 days 00:00:31,A: wine bottles on racks,A,All
38,0 days 00:00:47,A: diamond shaped racks,A,All
39,0 days 00:01:03,B: found a wine rack but the view is from the bottom,B,All
40,0 days 00:01:18,A: okay stay there,A,All
43,0 days 00:01:30,B: okay,B,All
60,0 days 00:02:21,A: okay kind of a blurry picture?,A,All
61,0 days 00:02:32,B: yes,B,All
62,0 days 00:02:37,A: red cap at the bottom nearest us,A,All
63,0 days 00:02:42,B: and it's like you're at the bottom of it,B,All
64,0 days 00:02:45,A: okay,A,All
65,0 days 00:02:47,B: yes,B,All
67,0 days 00:02:48,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
69,0 days 00:02:52,GM: Well done! Both of you are                            indeed in the same room of type: w/wine_cellar/bottle_storage!,GM,All
70,0 days 00:02:53,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
71,0 days 00:02:53,GM: ,GM,All
72,0 days 00:02:53,GM: Here's your token: 615LFMBQT,GM,All
73,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
74,0 days 00:03:19,A: ,A,All
75,0 days 00:03:19,B: ,B,All
78,0 days 00:49:04,GM: ,GM,All
