,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
24,0 days 00:00:18,B: i am in a nursey,B,All
25,0 days 00:00:24,B: white walls and crib,B,All
26,0 days 00:00:32,B: stuffed animals in the top corner of the crib,B,All
27,0 days 00:00:41,B: walls have two things hanging on it,B,All
28,0 days 00:00:48,A: i am outside the building,A,All
33,0 days 00:01:03,A: yes in the ,A,All
34,0 days 00:01:05,A: done,A,All
35,0 days 00:01:39,A: white crib with toys,A,All
36,0 days 00:02:11,B: yes,B,All
38,0 days 00:02:16,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
39,0 days 00:02:24,A: done,A,All
41,0 days 00:02:31,GM: Well done! Both of you are                            indeed in the same room of type: n/nursery!,GM,All
42,0 days 00:02:31,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
43,0 days 00:02:32,GM: ,GM,All
44,0 days 00:02:32,GM: Here's your token: 820E9SWEI,GM,All
45,0 days 00:02:50,B: ,B,All
47,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
48,0 days 00:03:35,A: ,A,All
50,0 days 00:50:50,GM: ,GM,All
