,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
28,0 days 00:00:18,B: Hey! I'm in a room with a pool table,B,All
31,0 days 00:00:22,A: same,A,All
32,0 days 00:00:32,A: which way are you going now?,A,All
33,0 days 00:00:32,B: Which direction are you going?,B,All
34,0 days 00:00:38,A: go north ,A,All
35,0 days 00:00:39,B: I think i'll go due north,B,All
40,0 days 00:00:44,B: Haha okay,B,All
45,0 days 00:00:46,A: blue room?,A,All
46,0 days 00:00:52,A: I mean blue waiting room?,A,All
47,0 days 00:00:58,A: are you there?,A,All
48,0 days 00:01:02,A: tan pillows?,A,All
49,0 days 00:01:04,A: blue couches?,A,All
50,0 days 00:01:05,"B: Yep, blue couches and two paintings on the wall?",B,All
51,0 days 00:01:09,A: was directly north ,A,All
52,0 days 00:01:09,A: yeah,A,All
54,0 days 00:01:12,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
55,0 days 00:01:16,B: Awesome... that was quick,B,All
56,0 days 00:01:17,A: nice,A,All
58,0 days 00:01:19,GM: Well done! Both of you are                            indeed in the same room of type: w/waiting_room!,GM,All
59,0 days 00:01:19,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
60,0 days 00:01:20,GM: ,GM,All
61,0 days 00:01:20,GM: Here's your token: 527I9JYFU,GM,All
62,0 days 00:01:34,A: ,A,All
64,0 days 00:01:39,B: ,B,All
66,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
67,0 days 01:55:12,GM: ,GM,All
