,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
26,0 days 00:00:56,A: go /south,A,All
27,0 days 00:01:20,B: I am in a nursery,B,All
28,0 days 00:01:50,A: I am in the living room,A,All
31,0 days 00:02:12,A: go /south,A,All
32,0 days 00:02:21,A: go /south,A,All
33,0 days 00:02:29,"B: We're supposed to meet in the nursery, correct?",B,All
34,0 days 00:02:39,"A: yes, that is correct",A,All
35,0 days 00:02:44,A: I am in the living room,A,All
36,0 days 00:03:01,B: Try to find your way to me,B,All
37,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
38,0 days 00:03:14,A: go /east,A,All
39,0 days 00:03:22,A: go /east,A,All
50,0 days 00:03:42,B: Now where are you?,B,All
51,0 days 00:03:48,A: I am in the nursery now!,A,All
52,0 days 00:03:52,A: what do we type?,A,All
54,0 days 00:03:56,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
56,0 days 00:04:01,GM: Well done! Both of you are                            indeed in the same room of type: n/nursery!,GM,All
57,0 days 00:04:01,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
58,0 days 00:04:02,GM: ,GM,All
59,0 days 00:04:02,GM: Here's your token: 58KOJHHF,GM,All
61,0 days 00:04:02,GM: Well done! Both of you are                            indeed in the same room of type: n/nursery!,GM,All
62,0 days 00:04:02,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
63,0 days 00:04:03,GM: ,GM,All
64,0 days 00:04:03,GM: Here's your token: 578VD4OV,GM,All
65,0 days 00:04:31,B: ,B,All
67,0 days 00:04:48,A: ,A,All
69,0 days 01:26:29,GM: ,GM,All
