,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:02,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
20,0 days 00:00:41,B: hi where are you?,B,All
35,0 days 00:01:51,B: I am in a living room with dark blue couches and a fire place. Where are you?,B,All
36,0 days 00:01:57,A: I am outside ,A,All
37,0 days 00:01:59,A: in the street,A,All
43,0 days 00:02:04,B: go north,B,All
65,0 days 00:02:34,B: sorry. i meant go south. to come inside,B,All
94,0 days 00:03:02,GM: Attention: you are in the game for 3 minutes!,GM,All
95,0 days 00:03:08,A: I am in a living room,A,All
96,0 days 00:03:15,"A: with several couches, I dunno if theyre blue",A,All
97,0 days 00:03:24,A: there appear to be two pictures mounted on the wall on the left hand side ,A,All
98,0 days 00:03:53,B: i see one picture and a tv. there are white stairs on the right,B,All
99,0 days 00:04:06,A: nah thats a differnet room,A,All
100,0 days 00:04:10,"A: hold on, let me try to find it",A,All
129,0 days 00:04:36,A: okay I found it ,A,All
130,0 days 00:04:48,A: looks more purple than blue to me ,A,All
131,0 days 00:04:49,B: you sure?,B,All
132,0 days 00:04:53,A: but i ese the white stairs on the right ,A,All
133,0 days 00:04:58,A: and a tv mounted on the wall ,A,All
134,0 days 00:05:02,A: and a picture above a fireplace,A,All
135,0 days 00:05:12,B: yeah it might be purple. but dark. yes tv on wall. table and chairs in background,B,All
136,0 days 00:05:24,B: same! done?,B,All
138,0 days 00:05:28,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
140,0 days 00:05:29,GM: Well done! Both of you are                            indeed in the same room of type: l/living_room!,GM,All
141,0 days 00:05:29,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
142,0 days 00:05:30,GM: ,GM,All
143,0 days 00:05:30,GM: Here's your token: 885GS2U9C,GM,All
144,0 days 00:06:21,A: ,A,All
146,0 days 00:06:27,B: ,B,All
