,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:00,GM: ,GM,All
20,0 days 00:00:14,A: hi,A,All
27,0 days 00:00:19,B: hi,B,All
36,0 days 00:00:26,B: i am in the basement,B,All
37,0 days 00:00:33,B: there is a wood stove,B,All
38,0 days 00:00:33,"A: i went south twice, now im in a basement",A,All
39,0 days 00:00:38,B: a toy jeep,B,All
40,0 days 00:00:41,A: no stove in mine,A,All
41,0 days 00:00:49,B: do you want me to move or are you going to?,B,All
42,0 days 00:00:52,A: mine has a water heater,A,All
43,0 days 00:00:56,A: ill move,A,All
44,0 days 00:00:58,B: ok,B,All
59,0 days 00:01:29,"B: there is a painting on the wall, a toy horse on the far left, the floor is carpeted ",B,All
82,0 days 00:02:10,"A: cant find it, im in the basement room with furniture and tv",A,All
83,0 days 00:02:25,B: i will look,B,All
84,0 days 00:02:28,B: what furniture,B,All
85,0 days 00:02:35,A: a sofa,A,All
90,0 days 00:02:41,A: coffee table,A,All
96,0 days 00:02:51,A: a bar,A,All
108,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
121,0 days 00:03:26,B: i think im there,B,All
122,0 days 00:03:30,B: are there 3 support polls,B,All
123,0 days 00:03:35,B: that are rectangular,B,All
124,0 days 00:03:37,"A: its def a basement room, you can see the celing supports",A,All
125,0 days 00:03:39,A: yes,A,All
126,0 days 00:03:42,B: ok we are done,B,All
128,0 days 00:03:44,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
130,0 days 00:03:45,GM: Well done! Both of you are                            indeed in the same room of type: b/basement!,GM,All
131,0 days 00:03:46,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
132,0 days 00:03:46,GM: ,GM,All
133,0 days 00:03:46,GM: Here's your token: 677EG9G5C,GM,All
134,0 days 00:04:17,B: ,B,All
136,0 days 00:04:33,A: ,A,All
138,0 days 03:23:35,GM: ,GM,All
