,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
32,0 days 00:00:41,A: East from the newsstand brought me into a bedroom.,A,All
33,0 days 00:00:45,A: I'll wait here for you to locate it.,A,All
34,0 days 00:00:58,B: I'm in a bedroom too,B,All
35,0 days 00:01:02,B: does it have hats on the walls?,B,All
36,0 days 00:01:12,A: If we're both in the bedroom we should be good.,A,All
38,0 days 00:01:14,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
40,0 days 00:01:17,"GM: You have managed to meet in a room of type:                                                        b/bedroom, but unfortunately                                                        not in the same one.",GM,All
41,0 days 00:01:18,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
42,0 days 00:01:18,GM: ,GM,All
43,0 days 00:01:18,GM: Here's your token: 846E58VS8,GM,All
44,0 days 00:01:27,A: ,A,All
46,0 days 00:01:59,B: ,B,All
48,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
