,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
34,0 days 00:00:42,B: im in the dining room,B,All
35,0 days 00:00:52,A: okay describe it and I'll find you,A,All
36,0 days 00:01:07,B: wooden table with 6 chairs,B,All
37,0 days 00:01:15,A: e,A,All
38,0 days 00:01:18,A: e,A,All
43,0 days 00:01:31,A: wooden walls?,A,All
44,0 days 00:01:33,B: support bars on the right,B,All
45,0 days 00:01:38,B: yeah,B,All
46,0 days 00:01:54,A: some kind of fruit in a bowl on the table?,A,All
47,0 days 00:01:59,B: yeah,B,All
48,0 days 00:02:03,A: okay,A,All
50,0 days 00:02:04,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
52,0 days 00:02:06,GM: Well done! Both of you are                            indeed in the same room of type: d/dining_room!,GM,All
53,0 days 00:02:06,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
54,0 days 00:02:07,GM: ,GM,All
55,0 days 00:02:07,GM: Here's your token: 950JLMSE0,GM,All
56,0 days 00:02:27,A: ,A,All
58,0 days 00:03:03,GM: Attention: you are in the game for 3 minutes!,GM,All
59,0 days 00:04:50,B: ,B,All
