,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
36,0 days 00:00:22,B: I'm at the nursery,B,All
37,0 days 00:00:30,"A: Okay, I'm still looking. ",A,All
38,0 days 00:00:31,B: There are toys on the floor,B,All
51,0 days 00:01:03,A: What sort of toys? What else can you tell me about it?,A,All
52,0 days 00:01:10,B: It has Disney Baby stickers on the wall,B,All
53,0 days 00:01:16,B: or pictures,B,All
54,0 days 00:01:17,A: Okay,A,All
67,0 days 00:01:34,B: There is a dark gray rocking horse,B,All
72,0 days 00:01:56,B: There are like three stuffed bears,B,All
73,0 days 00:02:03,"A: Red ball, yellow train? Little white stool?",A,All
74,0 days 00:02:05,B: There is a window,B,All
75,0 days 00:02:11,B: Yes,B,All
76,0 days 00:02:18,"A: Perfect, found it!",A,All
78,0 days 00:02:24,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
80,0 days 00:02:28,GM: Well done! Both of you are                            indeed in the same room of type: n/nursery!,GM,All
81,0 days 00:02:28,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
82,0 days 00:02:28,GM: ,GM,All
83,0 days 00:02:28,GM: Here's your token: 398VAGOQH,GM,All
84,0 days 00:03:00,B: ,B,All
86,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
87,0 days 00:03:09,A: ,A,All
89,0 days 03:19:18,GM: ,GM,All
