,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:11,B: hi,B,All
25,0 days 00:00:16,A: hi ,A,All
28,0 days 00:00:21,B: found a playroom with kids in it,B,All
33,0 days 00:00:31,A: ok let me look,A,All
52,0 days 00:01:07,A: hmm does the girl standing up have a weird face,A,All
53,0 days 00:01:12,B: yes lol,B,All
54,0 days 00:01:23,A: haha cant miss that one we got it haha,A,All
56,0 days 00:01:28,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
58,0 days 00:01:29,GM: Well done! Both of you are                            indeed in the same room of type: p/playroom!,GM,All
59,0 days 00:01:29,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
60,0 days 00:01:29,GM: ,GM,All
61,0 days 00:01:29,GM: Here's your token: 107488CASV,GM,All
62,0 days 00:01:30,B: :),B,All
63,0 days 00:01:46,B: ,B,All
65,0 days 00:01:52,A: ,A,All
67,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
68,0 days 00:34:33,GM: ,GM,All
