,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
32,0 days 00:00:26,A: i am in a childs room,A,All
33,0 days 00:00:34,A: there is a giant map of the world as the wall,A,All
48,0 days 00:01:50,B: I am in a childs room,B,All
50,0 days 00:01:53,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
52,0 days 00:02:16,"GM: You have managed to meet in a room of type:                                                        c/childs_room, but unfortunately                                                        not in the same one.",GM,All
53,0 days 00:02:16,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
54,0 days 00:02:16,GM: ,GM,All
55,0 days 00:02:17,GM: Here's your token: 78847MHYI,GM,All
56,0 days 00:02:35,A: ,A,All
58,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
59,0 days 00:03:45,B: ,B,All
61,0 days 01:21:42,GM: ,GM,All
