,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:05,A: Hello,A,All
21,0 days 00:00:11,B: Hi!,B,All
34,0 days 00:00:29,"B: I've found one, let me know when you do. ",B,All
35,0 days 00:00:49,B: This one has hot tub in the foreground. Big pool in the back. ,B,All
36,0 days 00:01:04,B: Ladder and stairs down to the hottub. ,B,All
37,0 days 00:01:22,A: deep pool looking thing with a row of loungers in the back of the room and a row of large windows?,A,All
38,0 days 00:01:54,B: Yes. Bit of a plant on the left side and a plant in the back corner of the room?,B,All
39,0 days 00:02:28,A: Negative. do you want to move or do you want me to?,A,All
40,0 days 00:02:33,B: I will. ,B,All
41,0 days 00:02:41,B: Describe it a bit more and I'll keep looking. ,B,All
52,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
53,0 days 00:03:13,"A: Okay, there is a 3 Feet indicator to the right.",A,All
54,0 days 00:03:20,B: Is there a blue pipe in the bottom of the photo?,B,All
55,0 days 00:03:33,A: Yes!,A,All
56,0 days 00:03:34,B: Perfect! Done. ,B,All
57,0 days 00:03:38,B: Thanks. ,B,All
59,0 days 00:03:41,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
61,0 days 00:03:42,GM: Well done! Both of you are                            indeed in the same room of type: j/jacuzzi/indoor!,GM,All
62,0 days 00:03:42,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
63,0 days 00:03:42,GM: ,GM,All
64,0 days 00:03:43,GM: Here's your token: 321AP365Q,GM,All
65,0 days 00:04:00,B: ,B,All
67,0 days 00:04:19,A: ,A,All
69,0 days 04:12:19,GM: ,GM,All
