,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:16,B: hello there,B,All
25,0 days 00:00:28,B: hmmm I am in a room that looks like it might be a home office,B,All
26,0 days 00:00:47,"B: black standing cabinet, black desk chair, wooden chair, green carpet, two computers? ",B,All
27,0 days 00:00:54,A: i am in the billiards room,A,All
32,0 days 00:01:06,B: keep going :D ,B,All
33,0 days 00:01:21,A: I am now in a room with an apple computer and a desk,A,All
34,0 days 00:01:27,A: light wood floors,A,All
35,0 days 00:01:29,B: are there two computers?,B,All
36,0 days 00:01:34,B: no not the same one .. shall I come find you? ,B,All
37,0 days 00:01:34,A: no just onw,A,All
38,0 days 00:01:40,A: sure,A,All
39,0 days 00:01:43,B: stay put I will find you :),B,All
42,0 days 00:01:46,A: ok,A,All
51,0 days 00:02:06,B: ah ... I am with you but i am not sure that I'd call that an office,B,All
52,0 days 00:02:10,B: shall we  try anyway?,B,All
53,0 days 00:02:14,B: it does havea  computer anda desk :) ,B,All
54,0 days 00:02:29,A: sure lets try it,A,All
55,0 days 00:02:35,B: .done,B,All
57,0 days 00:02:37,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
59,0 days 00:02:40,GM: Well done! Both of you are                            indeed in the same room of type: h/home_office!,GM,All
60,0 days 00:02:40,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
61,0 days 00:02:40,GM: ,GM,All
62,0 days 00:02:40,GM: Here's your token: 248RP17TO,GM,All
63,0 days 00:02:45,B: yowza :) ,B,All
64,0 days 00:02:51,A: nice,A,All
65,0 days 00:02:53,A: !!,A,All
66,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
67,0 days 00:03:07,B: ,B,All
69,0 days 00:03:10,A: ,A,All
71,0 days 01:17:24,GM: ,GM,All
