,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:09,A: Hi there,A,All
21,0 days 00:00:15,B: hello,B,All
42,0 days 00:00:48,B: I see a guy painting,B,All
43,0 days 00:01:20,A: what are we looking for,A,All
44,0 days 00:01:42,B: i think a doorway,B,All
45,0 days 00:01:58,A: go north,A,All
46,0 days 00:02:12,B: I can only go s or w,B,All
47,0 days 00:02:18,A: west,A,All
52,0 days 00:02:41,B: I see a red door,B,All
53,0 days 00:03:01,A: is it all red?,A,All
54,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
55,0 days 00:03:08,B: yes,B,All
64,0 days 00:03:25,A: i'm here,A,All
65,0 days 00:03:33,B: is this the place?,B,All
66,0 days 00:03:43,A: yes,A,All
67,0 days 00:03:48,B: alright,B,All
69,0 days 00:03:50,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
71,0 days 00:03:52,GM: Well done! Both of you are                            indeed in the same room of type: d/doorway/indoor!,GM,All
72,0 days 00:03:52,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
73,0 days 00:03:52,GM: ,GM,All
74,0 days 00:03:53,GM: Here's your token: 351BB53U9,GM,All
75,0 days 00:04:44,A: ,A,All
77,0 days 00:05:05,B: ,B,All
79,0 days 03:59:00,GM: ,GM,All
