,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
32,0 days 00:00:22,A: ugh my photos aren't showing up,A,All
59,0 days 00:01:06,A: Ok I am there,A,All
60,0 days 00:01:08,B: I've found a locker room. Let me know if you find one. ,B,All
61,0 days 00:01:10,A: it is clearly a locker room,A,All
63,0 days 00:01:12,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
64,0 days 00:01:14,A: done,A,All
65,0 days 00:01:16,B: Tell me what it looks like. ,B,All
66,0 days 00:01:21,A: It has a logo in the middle,A,All
67,0 days 00:01:24,A: jerseys hanging,A,All
68,0 days 00:01:25,A: red carper,A,All
69,0 days 00:01:28,A: carpet,A,All
70,0 days 00:01:39,A: says Feb 1999 in the bottom left corner,A,All
71,0 days 00:01:41,A: press /done,A,All
72,0 days 00:01:52,"B: Okay, great. Just making sure we were in the same one. ",B,All
74,0 days 00:01:55,GM: Well done! Both of you are                            indeed in the same room of type: l/locker_room!,GM,All
75,0 days 00:01:55,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
76,0 days 00:01:55,GM: ,GM,All
77,0 days 00:01:56,GM: Here's your token: 311KCBRNE,GM,All
78,0 days 00:01:56,A: cool,A,All
79,0 days 00:02:08,A: ,A,All
81,0 days 00:02:13,B: ,B,All
83,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
84,0 days 04:17:52,GM: ,GM,All
