,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
84,0 days 00:00:57,B: i am in an office,B,All
89,0 days 00:01:04,B: black desk and brown shelves above it,B,All
90,0 days 00:01:06,B: no chair,B,All
91,0 days 00:01:12,"A: Okay, I'll keep looking",A,All
116,0 days 00:01:52,A: I think I've got it,A,All
117,0 days 00:01:55,B: single window,B,All
118,0 days 00:01:58,B: with blinds,B,All
119,0 days 00:01:58,A: Is there a window between the brown cabinets?,A,All
120,0 days 00:02:01,B: yes,B,All
121,0 days 00:02:03,B: this is it,B,All
122,0 days 00:02:03,"A: Yep, that's the one",A,All
124,0 days 00:02:06,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
126,0 days 00:02:11,GM: Well done! Both of you are                            indeed in the same room of type: h/home_office!,GM,All
127,0 days 00:02:11,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
128,0 days 00:02:11,GM: ,GM,All
129,0 days 00:02:11,GM: Here's your token: 696YW6F19,GM,All
130,0 days 00:02:31,A: ,A,All
132,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
133,0 days 00:25:13,B: ,B,All
135,0 days 03:09:44,GM: ,GM,All
