,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
24,0 days 00:00:15,A: FYI utility room is a laundry room,A,All
25,0 days 00:00:19,A: so just find a laundry room,A,All
26,0 days 00:00:24,B: in in laundry room,B,All
31,0 days 00:00:29,A: describe,A,All
36,0 days 00:00:31,B: stack washer dryer,B,All
45,0 days 00:00:42,B: laundry basket in front,B,All
58,0 days 00:00:52,A: e/,A,All
63,0 days 00:00:55,B: sink under brown trim window,B,All
68,0 days 00:01:00,A: ok,A,All
70,0 days 00:01:01,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
71,0 days 00:01:02,A: im there,A,All
73,0 days 00:01:07,GM: Well done! Both of you are                            indeed in the same room of type: u/utility_room!,GM,All
74,0 days 00:01:07,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
75,0 days 00:01:07,GM: ,GM,All
76,0 days 00:01:08,GM: Here's your token: 591K7MYOZ,GM,All
77,0 days 00:01:14,A: ,A,All
79,0 days 00:01:27,B: ,B,All
81,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
82,0 days 01:09:08,GM: ,GM,All
