,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
20,0 days 00:00:13,B: Hi,B,All
23,0 days 00:00:18,A: hi,A,All
40,0 days 00:00:38,A: let's see if we can find the office,A,All
41,0 days 00:00:40,B: I found an office,B,All
42,0 days 00:00:49,A: ok hold on,A,All
43,0 days 00:00:52,B: It has a  brown desk,B,All
48,0 days 00:01:04,B: One monitor and a plant,B,All
57,0 days 00:01:33,B: It is south of the rooms with red balloons ,B,All
58,0 days 00:02:04,"A: I have that too, a darker wood desk, with a white floded looking thing on the bottom of it, white moniter?",A,All
59,0 days 00:02:21,B: Yeah a plant to the right?,B,All
60,0 days 00:02:23,A: *folded,A,All
61,0 days 00:02:32,B: And a cabinet below it?,B,All
62,0 days 00:02:48,"A: yes, and keyboard on a pull out",A,All
63,0 days 00:02:53,B: yes,B,All
65,0 days 00:02:54,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
66,0 days 00:02:56,A: ok,A,All
68,0 days 00:03:01,GM: Well done! Both of you are                            indeed in the same room of type: h/home_office!,GM,All
69,0 days 00:03:01,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
70,0 days 00:03:01,GM: ,GM,All
71,0 days 00:03:02,GM: Here's your token: 642ABPXKC,GM,All
72,0 days 00:03:02,GM: Attention: you are in the game for 3 minutes!,GM,All
73,0 days 00:03:15,B: ,B,All
75,0 days 00:03:49,A: ,A,All
77,0 days 00:27:24,GM: ,GM,All
