,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:06,A: Hi,A,All
25,0 days 00:00:22,B: hey,B,All
26,0 days 00:00:28,A: Im on the farm,A,All
28,0 days 00:00:34,B: I'm in the game room,B,All
41,0 days 00:00:59,B: I can try /n heading North,B,All
46,0 days 00:01:08,A: I made it to a dining area,A,All
53,0 days 00:01:34,B: I'm in a dining room too!,B,All
55,0 days 00:01:40,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
56,0 days 00:01:51,A: Igood work!!,A,All
58,0 days 00:01:54,"GM: You have managed to meet in a room of type:                                                        d/dining_room, but unfortunately                                                        not in the same one.",GM,All
59,0 days 00:01:54,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
60,0 days 00:01:55,GM: ,GM,All
61,0 days 00:01:55,GM: Here's your token: 393RKCVQ8,GM,All
62,0 days 00:01:55,B: you too,B,All
63,0 days 00:02:14,A: ,A,All
65,0 days 00:03:02,GM: Attention: you are in the game for 3 minutes!,GM,All
66,0 days 00:16:37,B: ,B,All
68,0 days 03:23:19,GM: ,GM,All
