,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
31,0 days 00:00:21,A: ok im in a playroom,A,All
35,0 days 00:00:28,B: same,B,All
36,0 days 00:00:30,A: it has a train table in it,A,All
37,0 days 00:00:35,B: nope,B,All
38,0 days 00:00:37,A: plastic play house,A,All
39,0 days 00:00:48,A: ill find you,A,All
40,0 days 00:00:50,B: plastic slide,B,All
47,0 days 00:01:05,B:  play mat on the floor,B,All
60,0 days 00:01:17,B: alphabet foam mat,B,All
61,0 days 00:01:23,A: ok found it,A,All
62,0 days 00:01:25,B: map ,B,All
64,0 days 00:01:29,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
66,0 days 00:01:32,GM: Well done! Both of you are                            indeed in the same room of type: p/playroom!,GM,All
67,0 days 00:01:32,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
68,0 days 00:01:33,GM: ,GM,All
69,0 days 00:01:33,GM: Here's your token: 7877V92UB,GM,All
70,0 days 00:01:53,A: ,A,All
72,0 days 00:01:53,B: ,B,All
74,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
75,0 days 01:24:58,GM: ,GM,All
