,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
34,0 days 00:00:23,B: i'm in a dining room wtih a red chandelier,B,All
35,0 days 00:00:32,A: will keep looking,A,All
40,0 days 00:00:42,A: i'm here,A,All
42,0 days 00:00:43,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
43,0 days 00:01:00,A: in room with red chandelier,A,All
45,0 days 00:01:02,GM: Well done! Both of you are                            indeed in the same room of type: d/dining_room!,GM,All
46,0 days 00:01:02,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
47,0 days 00:01:02,GM: ,GM,All
48,0 days 00:01:03,GM: Here's your token: 206Y2WMEF,GM,All
49,0 days 00:01:13,A: ,A,All
51,0 days 00:01:14,B: ,B,All
53,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
54,0 days 01:45:28,GM: ,GM,All
