,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:18,A: im in a den or tv room,A,All
25,0 days 00:00:33,B: I'm outside. Let's move around and see what we find.,B,All
28,0 days 00:00:42,A: im in a doorway with a big wooden door with lots of glass,A,All
41,0 days 00:01:04,"A: I went south. This is the right place I think, there are two white stainded glass windows",A,All
42,0 days 00:01:32,"B: Yes, and a glass door in the center, with glass panes",B,All
44,0 days 00:01:45,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
46,0 days 00:01:55,GM: Well done! Both of you are                            indeed in the same room of type: d/doorway/indoor!,GM,All
47,0 days 00:01:55,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
48,0 days 00:01:55,GM: ,GM,All
49,0 days 00:01:55,GM: Here's your token: 194V8FWPL,GM,All
50,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
51,0 days 00:03:01,B: ,B,All
53,0 days 00:08:57,A: ,A,All
55,0 days 01:51:24,GM: ,GM,All
