,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:00,GM: ,GM,All
20,0 days 00:00:19,B: i am currently out side,B,All
21,0 days 00:00:25,A: Im in a kitchen,A,All
26,0 days 00:00:43,B: i am now in a dinning room with 4 brown chairs,B,All
27,0 days 00:00:49,"A: I see a dining room, but definetly not in one",A,All
28,0 days 00:00:52,A: I'll move,A,All
31,0 days 00:01:03,B: well 6 chairs sorry,B,All
40,0 days 00:01:38,B: and a plant in the center of the table,B,All
45,0 days 00:01:58,A: Im moving to fund you,A,All
50,0 days 00:02:03,B: ok,B,All
55,0 days 00:02:22,A: Broken chairs? ,A,All
56,0 days 00:02:30,A: Glass table? ,A,All
57,0 days 00:02:35,B: no the legs look silver,B,All
58,0 days 00:02:47,B: glass table yes,B,All
59,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
60,0 days 00:03:01,B: with silver bottom to it,B,All
61,0 days 00:03:16,"A: Brown chairs, silver legs, plant in center of table",A,All
62,0 days 00:03:22,B: yes,B,All
63,0 days 00:03:28,A: Im there,A,All
65,0 days 00:03:31,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
67,0 days 00:03:34,GM: Well done! Both of you are                            indeed in the same room of type: d/dining_room!,GM,All
68,0 days 00:03:34,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
69,0 days 00:03:34,GM: ,GM,All
70,0 days 00:03:34,GM: Here's your token: 112LN32X1,GM,All
71,0 days 00:03:54,B: ,B,All
73,0 days 00:09:41,A: ,A,All
75,0 days 03:05:36,GM: ,GM,All
