,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
28,0 days 00:00:25,B: ok i am in bathroom.  I will start moving,B,All
41,0 days 00:00:40,A: I'm in a doorway.  Yellow caution tape on the knob.,A,All
42,0 days 00:00:52,B: ok stay there and I will have a look,B,All
43,0 days 00:00:54,B: describe it some more,B,All
71,0 days 00:01:16,A: door is open with yellow caution tape going outside somewhere,A,All
91,0 days 00:01:30,A: 3x3 pane of glass on the door,A,All
174,0 days 00:03:03,GM: Attention: you are in the game for 3 minutes!,GM,All
175,0 days 00:03:09,B: cant find it at all,B,All
176,0 days 00:03:09,A: Should I try looking for yours?,A,All
177,0 days 00:03:13,B: i am going round in circles,B,All
178,0 days 00:03:23,B: i am in bathroom at min give me a minute,B,All
193,0 days 00:03:57,B: ok i found doorway.  White door with lots of small panes looking out onto lots of leaves,B,All
195,0 days 00:04:06,B: door open to left,B,All
203,0 days 00:04:19,A: yes thats the one I think,A,All
205,0 days 00:04:21,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
207,0 days 00:04:26,GM: Well done! Both of you are                            indeed in the same room of type: d/doorway/indoor!,GM,All
208,0 days 00:04:27,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
209,0 days 00:04:27,GM: ,GM,All
210,0 days 00:04:27,GM: Here's your token: 947PLXY2P,GM,All
211,0 days 00:04:54,A: ,A,All
213,0 days 00:04:58,B: ,B,All
