,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
24,0 days 00:00:16,A: i am in a big reading room,A,All
29,0 days 00:00:24,A: it looks like a library,A,All
30,0 days 00:00:32,B: me too.  do they have lamps on the tables?,B,All
31,0 days 00:00:35,A: yes,A,All
32,0 days 00:00:42,B: the closest table has three people at it,B,All
33,0 days 00:00:42,A: the first table has 3 people,A,All
34,0 days 00:00:42,A: and 3 lamps,A,All
35,0 days 00:00:44,B: one woman and two men? ,B,All
36,0 days 00:00:46,B: yes,B,All
37,0 days 00:00:48,A: yes,A,All
38,0 days 00:00:49,"B: okay, well that wa easy.",B,All
39,0 days 00:00:50,A: we are done,A,All
40,0 days 00:00:51,B: lol,B,All
42,0 days 00:00:54,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
44,0 days 00:00:56,GM: Well done! Both of you are                            indeed in the same room of type: r/reading_room!,GM,All
45,0 days 00:00:56,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
46,0 days 00:00:56,GM: ,GM,All
47,0 days 00:00:56,GM: Here's your token: 763OT6FA8,GM,All
48,0 days 00:01:12,B: ,B,All
50,0 days 00:01:18,A: ,A,All
52,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
53,0 days 01:42:36,GM: ,GM,All
