,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:18,A: i am in the bathroom,A,All
21,0 days 00:00:29,A: where are you at?,A,All
22,0 days 00:00:33,B: I'm outside. Let's move around a bit.,B,All
23,0 days 00:00:38,A: k,A,All
50,0 days 00:01:11,A: I am in the basement,A,All
51,0 days 00:01:11,B: I'm in a basement.,B,All
52,0 days 00:01:23,B: Mine has a white staircase,B,All
53,0 days 00:01:28,A: no,A,All
54,0 days 00:01:37,A: mine has wooden stair case,A,All
55,0 days 00:01:55,B: Okay. Should I try to move towards you?,B,All
56,0 days 00:02:09,A: Sure,A,All
57,0 days 00:02:11,B: Wooden? What else?,B,All
66,0 days 00:02:27,A: water heater and washer and dryer,A,All
73,0 days 00:02:42,A: a plastic chair and a screen door,A,All
74,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
75,0 days 00:03:18,"B: I'm there! I see the water heater, washer and dryer, sink, chair laying on top of the screen door",B,All
77,0 days 00:03:27,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
78,0 days 00:03:27,A: yep,A,All
80,0 days 00:03:34,GM: Well done! Both of you are                            indeed in the same room of type: b/basement!,GM,All
81,0 days 00:03:35,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
82,0 days 00:03:35,GM: ,GM,All
83,0 days 00:03:35,GM: Here's your token: 172I7EAPN,GM,All
84,0 days 00:04:32,B: ,B,All
86,0 days 00:05:18,A: ,A,All
88,0 days 02:01:49,GM: ,GM,All
