,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:23,"B: hi, im in a dining room",B,All
25,0 days 00:00:30,A: Hi there. I'm starting off in the living room area. There is wooden floors and there is a staircase on the right.,A,All
28,0 days 00:00:45,B: im in another dinning room it is all white and cream,B,All
29,0 days 00:00:45,A: I'm going to try east first.,A,All
48,0 days 00:01:08,B: Im in the kitchen now I went south,B,All
49,0 days 00:01:27,B: dark brown cupboards on the bottom and cream on the top ones,B,All
50,0 days 00:01:29,"A: Okay, I've been brought to the kitchen. It looks like ivory colored cabinetry.",A,All
51,0 days 00:01:42,B: darrk ones on the bottom?,B,All
52,0 days 00:01:46,A: Yes.,A,All
54,0 days 00:01:50,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
58,0 days 00:02:10,GM: Well done! Both of you are                            indeed in the same room of type: k/kitchen!,GM,All
59,0 days 00:02:10,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
60,0 days 00:02:10,GM: ,GM,All
61,0 days 00:02:10,GM: Here's your token: 188NZ2R1Z,GM,All
62,0 days 00:02:54,A: ,A,All
64,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
65,0 days 00:12:05,B: ,B,All
67,0 days 01:54:34,GM: ,GM,All
