,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:00,GM: ,GM,All
20,0 days 00:00:09,B: hello there :),B,All
25,0 days 00:00:14,A: hello!,A,All
30,0 days 00:00:23,B: oooh i got it!,B,All
33,0 days 00:00:29,B: that was lucky ,B,All
38,0 days 00:00:41,B: two plants in pots beside it ,B,All
39,0 days 00:00:46,A: yes,A,All
40,0 days 00:00:50,B: cool ,B,All
42,0 days 00:00:53,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
43,0 days 00:00:53,A: is it indoor or outdoor though,A,All
44,0 days 00:01:00,B: ah good point,B,All
45,0 days 00:01:18,A: bottle of rose wine and two glasses beside pot?,A,All
46,0 days 00:01:20,B: i think they will take it anway cos there's no way to tell,B,All
47,0 days 00:01:21,B: yes ,B,All
48,0 days 00:01:28,A: ok sounds good.,A,All
50,0 days 00:01:31,GM: Well done! Both of you are                            indeed in the same room of type: j/jacuzzi/indoor!,GM,All
51,0 days 00:01:31,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
52,0 days 00:01:32,GM: ,GM,All
53,0 days 00:01:32,GM: Here's your token: 153O9SVPM,GM,All
54,0 days 00:01:49,B: ,B,All
56,0 days 00:02:19,A: ,A,All
58,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
59,0 days 02:11:44,GM: ,GM,All
