,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:11,A: Hi there. Looks like I'm outside,A,All
23,0 days 00:00:14,B: im in a bathroom,B,All
42,0 days 00:00:32,B: im in a childs room with a pink moon,B,All
43,0 days 00:00:38,A: I made it to the childs room. Mine has a blue wall,A,All
44,0 days 00:00:45,"A: OK, can you find the blue one?",A,All
45,0 days 00:00:46,B: mine has a yellow wall,B,All
46,0 days 00:00:52,B: ill find you,B,All
47,0 days 00:00:54,A: ok,A,All
62,0 days 00:01:12,"A: There are stuffed bears on the bed, window on left",A,All
95,0 days 00:01:43,A: any luck?,A,All
128,0 days 00:02:18,A: no_reply,A,All
129,0 days 00:02:23,B: found it,B,All
130,0 days 00:02:28,A: ok,A,All
132,0 days 00:02:30,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
134,0 days 00:02:34,GM: Well done! Both of you are                            indeed in the same room of type: c/childs_room!,GM,All
135,0 days 00:02:35,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
136,0 days 00:02:35,GM: ,GM,All
137,0 days 00:02:35,GM: Here's your token: 1038S6KL0B,GM,All
138,0 days 00:02:40,B: ,B,All
140,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
141,0 days 00:03:04,A: ,A,All
143,0 days 00:08:44,GM: ,GM,All
