,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
26,0 days 00:00:24,B: i'm in a reading room with a red carpet,B,All
27,0 days 00:00:46,A: im outside.  I will move.,A,All
38,0 days 00:01:03,B: i had to go west,B,All
43,0 days 00:01:29,A: i am in a reading room but no red carpet will move again.,A,All
52,0 days 00:01:46,B: with bookshelves?,B,All
63,0 days 00:01:54,A: yes but cannot see carpet,A,All
64,0 days 00:02:02,B: do you see people?,B,All
73,0 days 00:02:34,A: right in another reading room.  no people though just lots of books?,A,All
79,0 days 00:02:52,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
80,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
81,0 days 00:03:04,A: are you in the same room as me????,A,All
82,0 days 00:03:13,B: i think so!,B,All
83,0 days 00:03:17,A: ok,A,All
85,0 days 00:03:20,GM: Well done! Both of you are                            indeed in the same room of type: r/reading_room!,GM,All
86,0 days 00:03:21,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
87,0 days 00:03:21,GM: ,GM,All
88,0 days 00:03:21,GM: Here's your token: 201KDC19Y,GM,All
89,0 days 00:03:42,B: ,B,All
91,0 days 00:03:48,A: ,A,All
93,0 days 01:48:13,GM: ,GM,All
