,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
45,0 days 00:00:40,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
46,0 days 00:00:41,"B: I'm in what looks like a child's room, it has a bunk bed with a ladder ",B,All
47,0 days 00:00:51,A: me too,A,All
48,0 days 00:00:55,B: cool,B,All
50,0 days 00:00:56,GM: Well done! Both of you are                            indeed in the same room of type: c/childs_room!,GM,All
51,0 days 00:00:56,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
52,0 days 00:00:56,GM: ,GM,All
53,0 days 00:00:56,GM: Here's your token: 850X2PCXY,GM,All
54,0 days 00:01:15,A: ,A,All
56,0 days 00:01:41,B: ,B,All
58,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
