,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
48,0 days 00:00:33,"B: ok, i think im here in the reading room",B,All
49,0 days 00:00:42,B: big wood tables with lots of chairs,B,All
50,0 days 00:00:46,B: 4 bookcases,B,All
51,0 days 00:00:54,A: I'm still looking,A,All
58,0 days 00:01:01,B: a light on the table in center with two lamps on it,B,All
77,0 days 00:01:27,B: red timestamp on bottom right,B,All
78,0 days 00:01:47,A: does is look like a library?,A,All
79,0 days 00:01:56,B: kinda yeah,B,All
80,0 days 00:02:03,B: like 7 chairs,B,All
81,0 days 00:02:05,B: wooden,B,All
82,0 days 00:02:09,A: yes,A,All
83,0 days 00:02:10,B: lamp on table,B,All
84,0 days 00:02:14,"B: okay, think we;re done",B,All
85,0 days 00:02:15,A: I'm there,A,All
87,0 days 00:02:15,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
89,0 days 00:02:19,GM: Well done! Both of you are                            indeed in the same room of type: r/reading_room!,GM,All
90,0 days 00:02:19,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
91,0 days 00:02:19,GM: ,GM,All
92,0 days 00:02:20,GM: Here's your token: 373PN0JH6,GM,All
93,0 days 00:02:30,B: ,B,All
95,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
96,0 days 00:03:20,A: ,A,All
98,0 days 03:36:57,GM: ,GM,All
