,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
54,0 days 00:00:47,B: im in a dining room,B,All
55,0 days 00:00:47,A: Hi,A,All
56,0 days 00:00:49,B: wooden,B,All
57,0 days 00:00:54,A: Wooden table ,A,All
58,0 days 00:00:59,B: table white curtains,B,All
59,0 days 00:01:08,B: glass doors on the right,B,All
60,0 days 00:01:09,A: I see no cuertains,A,All
65,0 days 00:01:21,B: we are in different rooms,B,All
74,0 days 00:01:31,B: do you wish for me to find you or you me,B,All
75,0 days 00:01:37,A: I am moving,A,All
82,0 days 00:01:46,B: i will describe my room,B,All
99,0 days 00:02:05,B: there is a chandelier on the ceiling,B,All
105,0 days 00:02:16,B: a bowl of apples on table,B,All
109,0 days 00:02:24,B: wood floors,B,All
114,0 days 00:02:37,B: the doors are white and are open,B,All
121,0 days 00:02:48,B: there is a white carpet on the floor,B,All
126,0 days 00:02:59,B: the walls are beige,B,All
131,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
132,0 days 00:03:05,A: I am there,A,All
133,0 days 00:03:09,B: k,B,All
134,0 days 00:03:09,A: white curtains,A,All
135,0 days 00:03:13,B: yep,B,All
136,0 days 00:03:15,A: wooden tab le apples,A,All
137,0 days 00:03:18,B: yep,B,All
138,0 days 00:03:23,A: open double doors,A,All
140,0 days 00:03:24,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
142,0 days 00:03:31,GM: Well done! Both of you are                            indeed in the same room of type: d/dining_room!,GM,All
143,0 days 00:03:32,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
144,0 days 00:03:32,GM: ,GM,All
145,0 days 00:03:32,GM: Here's your token: 558MO4LKU,GM,All
146,0 days 00:03:58,B: ,B,All
148,0 days 00:04:11,A: ,A,All
150,0 days 01:34:17,GM: ,GM,All
