,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:00,GM: ,GM,All
24,0 days 00:00:24,B: i am in a playroom,B,All
27,0 days 00:00:29,B: white lower walls,B,All
32,0 days 00:00:39,B: green carpet,B,All
37,0 days 00:00:47,B: red velvet chair and a play house,B,All
74,0 days 00:01:49,A: plastic playhouse in left side,A,All
75,0 days 00:01:57,A: yellow schoolbus toy,A,All
76,0 days 00:02:02,B: yes,B,All
78,0 days 00:02:07,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
80,0 days 00:02:13,GM: Well done! Both of you are                            indeed in the same room of type: p/playroom!,GM,All
81,0 days 00:02:14,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
82,0 days 00:02:14,GM: ,GM,All
83,0 days 00:02:14,GM: Here's your token: 11273TN5BV,GM,All
84,0 days 00:02:37,B: ,B,All
86,0 days 00:03:00,A: ,A,All
88,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
89,0 days 00:37:33,GM: ,GM,All
