,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
24,0 days 00:00:25,A: i am in bathroom,A,All
25,0 days 00:00:27,A: all white,A,All
26,0 days 00:00:30,A: shower to the left,A,All
27,0 days 00:00:35,A: sink on the right,A,All
28,0 days 00:00:41,A: blue soap on the toilet,A,All
58,0 days 00:01:17,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
60,0 days 00:01:30,GM: Well done! Both of you are                            indeed in the same room of type: b/bathroom!,GM,All
61,0 days 00:01:30,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
62,0 days 00:01:30,GM: ,GM,All
63,0 days 00:01:30,GM: Here's your token: 1120QESW3L,GM,All
64,0 days 00:01:54,B: ,B,All
66,0 days 00:02:26,A: ,A,All
68,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
69,0 days 00:45:38,GM: ,GM,All
