,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
26,0 days 00:00:20,B: hello there,B,All
31,0 days 00:00:27,A: hello,A,All
32,0 days 00:00:31,B: i've found it.,B,All
33,0 days 00:00:31,A: i/m in the cellar,A,All
34,0 days 00:00:40,B: there's a ton of bottles?,B,All
35,0 days 00:00:44,A: yes,A,All
37,0 days 00:00:47,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
38,0 days 00:00:52,A: done,A,All
40,0 days 00:00:57,"GM: You have managed to meet in a room of type:                                                        w/wine_cellar/bottle_storage, but unfortunately                                                        not in the same one.",GM,All
41,0 days 00:00:57,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
42,0 days 00:00:57,GM: ,GM,All
43,0 days 00:00:57,GM: Here's your token: 155ZKB121,GM,All
44,0 days 00:01:22,B: ,B,All
46,0 days 00:02:45,A: ,A,All
48,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
49,0 days 02:11:24,GM: ,GM,All
