,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
36,0 days 00:00:32,"B: I'm there, I think.",B,All
37,0 days 00:00:38,A: describe it,A,All
38,0 days 00:00:58,B: There are bugs hanging from the ceiling.,B,All
39,0 days 00:01:10,A: okay I'll find you,A,All
45,0 days 00:01:23,B: One bed with blue pillows,B,All
73,0 days 00:02:14,A: blue awning type thing over the window?,A,All
74,0 days 00:02:20,B: Yep :),B,All
76,0 days 00:02:24,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
78,0 days 00:02:29,GM: Well done! Both of you are                            indeed in the same room of type: c/childs_room!,GM,All
79,0 days 00:02:29,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
80,0 days 00:02:29,GM: ,GM,All
81,0 days 00:02:29,GM: Here's your token: 6792ZQ2GM,GM,All
82,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
83,0 days 00:03:04,A: ,A,All
85,0 days 00:03:16,B: ,B,All
87,0 days 03:22:26,GM: ,GM,All
