,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:02,GM: ,GM,All
24,0 days 00:00:21,"A: okay, i'm here",A,All
25,0 days 00:00:31,A: yellow/orange lighting,A,All
26,0 days 00:00:40,A: cavernous hallway with curved ceiling,A,All
31,0 days 00:00:57,A: lots of rows of black bottles along the hallway,A,All
36,0 days 00:01:04,B: still looking,B,All
49,0 days 00:01:56,B: okay I believe I'm there,B,All
50,0 days 00:02:00,A: cool,A,All
52,0 days 00:02:01,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
54,0 days 00:02:05,"GM: You have managed to meet in a room of type:                                                        w/wine_cellar/bottle_storage, but unfortunately                                                        not in the same one.",GM,All
55,0 days 00:02:05,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
56,0 days 00:02:06,GM: ,GM,All
57,0 days 00:02:06,GM: Here's your token: 38046DRMY,GM,All
58,0 days 00:02:12,A: ,A,All
60,0 days 00:02:47,B: ,B,All
62,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
63,0 days 03:33:09,GM: ,GM,All
