,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:01,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
32,0 days 00:00:29,"A: I started at an outdoor porta-potty, and south from that is a waiting room",A,All
37,0 days 00:00:47,B: wait there what does the waiting room look like?,B,All
38,0 days 00:00:49,"A: It has two burgundy chairs and 2 tan chairs, with a plant in the corner",A,All
39,0 days 00:00:53,B: e/,B,All
40,0 days 00:00:58,A: And a tan rectangle rug,A,All
121,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM,All
122,0 days 00:03:14,B: reddish colored walls behind two chairs with windows?,B,All
123,0 days 00:03:21,A: yes,A,All
124,0 days 00:03:24,A: and the other wall is tan,A,All
126,0 days 00:03:29,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
128,0 days 00:03:34,GM: Well done! Both of you are                            indeed in the same room of type: w/waiting_room!,GM,All
129,0 days 00:03:35,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
130,0 days 00:03:35,GM: ,GM,All
131,0 days 00:03:35,GM: Here's your token: 1143HBL7JN,GM,All
132,0 days 00:03:40,A: ,A,All
134,0 days 00:03:57,B: ,B,All
136,0 days 00:16:50,GM: ,GM,All
