,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
20,0 days 00:00:06,A: Hi,A,All
21,0 days 00:00:09,B: hey,B,All
26,0 days 00:00:12,A: I am in a living room,A,All
31,0 days 00:00:19,A: Where are you,A,All
32,0 days 00:00:26,B: living room with green chairs and a fireplace,B,All
35,0 days 00:00:32,B: white walls,B,All
40,0 days 00:00:38,B: brown coffee table,B,All
41,0 days 00:00:40,A: I found a home office,A,All
42,0 days 00:00:50,B: ok,B,All
43,0 days 00:00:51,B: describe,B,All
48,0 days 00:01:00,B: messy?,B,All
49,0 days 00:01:03,A: 2 monitors,A,All
50,0 days 00:01:08,A: No not messy,A,All
51,0 days 00:01:14,A: Black leather desk chair,A,All
52,0 days 00:01:14,B: ok,B,All
59,0 days 00:01:22,A: 1 keyboard,A,All
60,0 days 00:01:27,B: wooden walls?,B,All
61,0 days 00:01:39,B: dell logo on right screen?,B,All
62,0 days 00:01:43,A: Yes and a shade over the window,A,All
63,0 days 00:01:45,B: ok,B,All
64,0 days 00:01:46,A: The pully kind,A,All
66,0 days 00:01:47,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
68,0 days 00:01:49,GM: Well done! Both of you are                            indeed in the same room of type: h/home_office!,GM,All
69,0 days 00:01:50,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
70,0 days 00:01:50,GM: ,GM,All
71,0 days 00:01:50,GM: Here's your token: 433SI3X9A,GM,All
72,0 days 00:01:55,B: ,B,All
74,0 days 00:02:03,A: ,A,All
76,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
77,0 days 02:49:02,GM: ,GM,All
