,time,public,user,receiver
0,0 days 00:00:00,A: ,A,All
1,0 days 00:00:00,B: ,B,All
2,0 days 00:00:01,GM: ,GM,All
28,0 days 00:00:23,A: look,A,All
31,0 days 00:00:29,B: Ok I'm in the home office,B,All
36,0 days 00:00:46,"B: It has a wood floor, a piece of art on the wall and a desk",B,All
37,0 days 00:00:51,B: there is a cross on the wall next to the art,B,All
42,0 days 00:01:04,B: I headed north from the start and then west,B,All
44,0 days 00:01:07,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'",GM,All
49,0 days 00:01:34,A: here,A,All
50,0 days 00:01:38,B: cool,B,All
52,0 days 00:01:38,GM: Well done! Both of you are                            indeed in the same room of type: h/home_office!,GM,All
53,0 days 00:01:39,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
54,0 days 00:01:39,GM: ,GM,All
55,0 days 00:01:39,GM: Here's your token: 302VF5HP3,GM,All
56,0 days 00:01:53,B: ,B,All
58,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM,All
59,0 days 00:05:29,A: ,A,All
61,0 days 04:25:38,GM: ,GM,All
